,source,target,weight
4769,65,22,20
4770,65,241,19
4771,65,34,18
4772,65,243,17
4773,65,244,16
4774,65,245,15
4775,65,126,14
4776,65,33,13
4777,65,28,12
4778,65,249,11
4779,65,250,10
4780,65,252,8
4781,65,253,7
4782,65,254,6
4783,65,10,5
4784,65,256,4
4785,65,17,3
4786,65,258,2
4787,65,53,1
4788,252,22,20
4789,252,241,19
4790,252,34,18
4791,252,243,17
4792,252,244,16
4793,252,245,15
4794,252,126,14
4795,252,33,13
4796,252,28,12
4797,252,249,11
4798,252,250,10
4799,252,65,9
4800,252,253,7
4801,252,254,6
4802,252,10,5
4803,252,256,4
4804,252,17,3
4805,252,258,2
4806,252,53,1
4807,253,22,20
4808,253,241,19
4809,253,34,18
4810,253,243,17
4811,253,244,16
4812,253,245,15
4813,253,126,14
4814,253,33,13
4815,253,28,12
4816,253,249,11
4817,253,250,10
4818,253,65,9
4819,253,252,8
4820,253,254,6
4821,253,10,5
4822,253,256,4
4823,253,17,3
4824,253,258,2
4825,253,53,1
4826,254,22,20
4827,254,241,19
4828,254,34,18
4829,254,243,17
4830,254,244,16
4831,254,245,15
4832,254,126,14
4833,254,33,13
4834,254,28,12
4835,254,249,11
4836,254,250,10
4837,254,65,9
4838,254,252,8
4839,254,253,7
4840,254,10,5
4841,254,256,4
4842,254,17,3
4843,254,258,2
4844,254,53,1
4845,10,22,20
4846,10,241,19
4847,10,34,18
4848,10,243,17
4849,10,244,16
4850,10,245,15
4851,10,126,14
4852,10,33,13
4853,10,28,12
4854,10,249,11
4855,10,250,10
4856,10,65,9
4857,10,252,8
4858,10,253,7
4859,10,254,6
4860,10,256,4
4861,10,17,3
4862,10,258,2
4863,10,53,1
4864,256,22,20
4865,256,241,19
4866,256,34,18
4867,256,243,17
4868,256,244,16
4869,256,245,15
4870,256,126,14
4871,256,33,13
4872,256,28,12
4873,256,249,11
4874,256,250,10
4875,256,65,9
4876,256,252,8
4877,256,253,7
4878,256,254,6
4879,256,10,5
4880,256,17,3
4881,256,258,2
4882,256,53,1
4883,17,22,20
4884,17,241,19
4885,17,34,18
4886,17,243,17
4887,17,244,16
4888,17,245,15
4889,17,126,14
4890,17,33,13
4891,17,28,12
4892,17,249,11
4893,17,250,10
4894,17,65,9
4895,17,252,8
4896,17,253,7
4897,17,254,6
4898,17,10,5
4899,17,256,4
4900,17,258,2
4901,17,53,1
4902,258,22,20
4903,258,241,19
4904,258,34,18
4905,258,243,17
4906,258,244,16
4907,258,245,15
4908,258,126,14
4909,258,33,13
4910,258,28,12
4911,258,249,11
4912,258,250,10
4913,258,65,9
4914,258,252,8
4915,258,253,7
4916,258,254,6
4917,258,10,5
4918,258,256,4
4919,258,17,3
4920,258,53,1
4921,53,22,20
4922,53,241,19
4923,53,34,18
4924,53,243,17
4925,53,244,16
4926,53,245,15
4927,53,126,14
4928,53,33,13
4929,53,28,12
4930,53,249,11
4931,53,250,10
4932,53,65,9
4933,53,252,8
4934,53,253,7
4935,53,254,6
4936,53,10,5
4937,53,256,4
4938,53,17,3
4939,53,258,2
4940,260,261,19
4941,260,262,18
4942,260,31,17
4943,260,264,16
4944,260,265,15
4945,260,266,14
4946,260,267,13
4947,260,268,12
4948,260,22,11
4949,260,30,10
4950,260,6,9
4951,260,33,8
4952,260,34,7
4953,260,274,6
4954,260,275,5
4955,260,42,4
4956,260,13,3
4957,260,278,2
4958,260,279,1
4959,261,260,20
4960,261,262,18
4961,261,31,17
4962,261,264,16
4963,261,265,15
4964,261,266,14
4965,261,267,13
4966,261,268,12
4967,261,22,11
4968,261,30,10
4969,261,6,9
4970,261,33,8
4971,261,34,7
4972,261,274,6
4973,261,275,5
4974,261,42,4
4975,261,13,3
4976,261,278,2
4977,261,279,1
4978,262,260,20
4979,262,261,19
4980,262,31,17
4981,262,264,16
4982,262,265,15
4983,262,266,14
4984,262,267,13
4985,262,268,12
4986,262,22,11
4987,262,30,10
4988,262,6,9
4989,262,33,8
4990,262,34,7
4991,262,274,6
4992,262,275,5
4993,262,42,4
4994,262,13,3
4995,262,278,2
4996,262,279,1
4997,31,260,20
4998,31,261,19
4999,31,262,18
5000,31,264,16
5001,31,265,15
5002,31,266,14
5003,31,267,13
5004,31,268,12
5005,31,22,11
5006,31,30,10
5007,31,6,9
5008,31,33,8
5009,31,34,7
5010,31,274,6
5011,31,275,5
5012,31,42,4
5013,31,13,3
5014,31,278,2
5015,31,279,1
5016,264,260,20
5017,264,261,19
5018,264,262,18
5019,264,31,17
5020,264,265,15
5021,264,266,14
5022,264,267,13
5023,264,268,12
5024,264,22,11
5025,264,30,10
5026,264,6,9
5027,264,33,8
5028,264,34,7
5029,264,274,6
5030,264,275,5
5031,264,42,4
5032,264,13,3
5033,264,278,2
5034,264,279,1
5035,265,260,20
5036,265,261,19
5037,265,262,18
5038,265,31,17
5039,265,264,16
5040,265,266,14
5041,265,267,13
5042,265,268,12
5043,265,22,11
5044,265,30,10
5045,265,6,9
5046,265,33,8
5047,265,34,7
5048,265,274,6
5049,265,275,5
5050,265,42,4
5051,265,13,3
5052,265,278,2
5053,265,279,1
5054,266,260,20
5055,266,261,19
5056,266,262,18
5057,266,31,17
5058,266,264,16
5059,266,265,15
5060,266,267,13
5061,266,268,12
5062,266,22,11
5063,266,30,10
5064,266,6,9
5065,266,33,8
5066,266,34,7
5067,266,274,6
5068,266,275,5
5069,266,42,4
5070,266,13,3
5071,266,278,2
5072,266,279,1
5073,267,260,20
5074,267,261,19
5075,267,262,18
5076,267,31,17
5077,267,264,16
5078,267,265,15
5079,267,266,14
5080,267,268,12
5081,267,22,11
5082,267,30,10
5083,267,6,9
5084,267,33,8
5085,267,34,7
5086,267,274,6
5087,267,275,5
5088,267,42,4
5089,267,13,3
5090,267,278,2
5091,267,279,1
5092,268,260,20
5093,268,261,19
5094,268,262,18
5095,268,31,17
5096,268,264,16
5097,268,265,15
5098,268,266,14
5099,268,267,13
5100,268,22,11
5101,268,30,10
5102,268,6,9
5103,268,33,8
5104,268,34,7
5105,268,274,6
5106,268,275,5
5107,268,42,4
5108,268,13,3
5109,268,278,2
5110,268,279,1
5111,22,260,20
5112,22,261,19
5113,22,262,18
5114,22,31,17
5115,22,264,16
5116,22,265,15
5117,22,266,14
5118,22,267,13
5119,22,268,12
5120,22,30,10
5121,22,6,9
5122,22,33,8
5123,22,34,7
5124,22,274,6
5125,22,275,5
5126,22,42,4
5127,22,13,3
5128,22,278,2
5129,22,279,1
5130,30,260,20
5131,30,261,19
5132,30,262,18
5133,30,31,17
5134,30,264,16
5135,30,265,15
5136,30,266,14
5137,30,267,13
5138,30,268,12
5139,30,22,11
5140,30,6,9
5141,30,33,8
5142,30,34,7
5143,30,274,6
5144,30,275,5
5145,30,42,4
5146,30,13,3
5147,30,278,2
5148,30,279,1
5149,6,260,20
5150,6,261,19
5151,6,262,18
5152,6,31,17
5153,6,264,16
5154,6,265,15
5155,6,266,14
5156,6,267,13
5157,6,268,12
5158,6,22,11
5159,6,30,10
5160,6,33,8
5161,6,34,7
5162,6,274,6
5163,6,275,5
5164,6,42,4
5165,6,13,3
5166,6,278,2
5167,6,279,1
5168,33,260,20
5169,33,261,19
5170,33,262,18
5171,33,31,17
5172,33,264,16
5173,33,265,15
5174,33,266,14
5175,33,267,13
5176,33,268,12
5177,33,22,11
5178,33,30,10
5179,33,6,9
5180,33,34,7
5181,33,274,6
5182,33,275,5
5183,33,42,4
5184,33,13,3
5185,33,278,2
5186,33,279,1
5187,34,260,20
5188,34,261,19
5189,34,262,18
5190,34,31,17
5191,34,264,16
5192,34,265,15
5193,34,266,14
5194,34,267,13
5195,34,268,12
5196,34,22,11
5197,34,30,10
5198,34,6,9
5199,34,33,8
5200,34,274,6
5201,34,275,5
5202,34,42,4
5203,34,13,3
5204,34,278,2
5205,34,279,1
5206,274,260,20
5207,274,261,19
5208,274,262,18
5209,274,31,17
5210,274,264,16
5211,274,265,15
5212,274,266,14
5213,274,267,13
5214,274,268,12
5215,274,22,11
5216,274,30,10
5217,274,6,9
5218,274,33,8
5219,274,34,7
5220,274,275,5
5221,274,42,4
5222,274,13,3
5223,274,278,2
5224,274,279,1
5225,275,260,20
5226,275,261,19
5227,275,262,18
5228,275,31,17
5229,275,264,16
5230,275,265,15
5231,275,266,14
5232,275,267,13
5233,275,268,12
5234,275,22,11
5235,275,30,10
5236,275,6,9
5237,275,33,8
5238,275,34,7
5239,275,274,6
5240,275,42,4
5241,275,13,3
5242,275,278,2
5243,275,279,1
5244,42,260,20
5245,42,261,19
5246,42,262,18
5247,42,31,17
5248,42,264,16
5249,42,265,15
5250,42,266,14
5251,42,267,13
5252,42,268,12
5253,42,22,11
5254,42,30,10
5255,42,6,9
5256,42,33,8
5257,42,34,7
5258,42,274,6
5259,42,275,5
5260,42,13,3
5261,42,278,2
5262,42,279,1
5263,13,260,20
5264,13,261,19
5265,13,262,18
5266,13,31,17
5267,13,264,16
5268,13,265,15
5269,13,266,14
5270,13,267,13
5271,13,268,12
5272,13,22,11
5273,13,30,10
5274,13,6,9
5275,13,33,8
5276,13,34,7
5277,13,274,6
5278,13,275,5
5279,13,42,4
5280,13,278,2
5281,13,279,1
5282,278,260,20
5283,278,261,19
5284,278,262,18
5285,278,31,17
5286,278,264,16
5287,278,265,15
5288,278,266,14
5289,278,267,13
5290,278,268,12
5291,278,22,11
5292,278,30,10
5293,278,6,9
5294,278,33,8
5295,278,34,7
5296,278,274,6
5297,278,275,5
5298,278,42,4
5299,278,13,3
5300,278,279,1
5301,279,260,20
5302,279,261,19
5303,279,262,18
5304,279,31,17
5305,279,264,16
5306,279,265,15
5307,279,266,14
5308,279,267,13
5309,279,268,12
5310,279,22,11
5311,279,30,10
5312,279,6,9
5313,279,33,8
5314,279,34,7
5315,279,274,6
5316,279,275,5
5317,279,42,4
5318,279,13,3
5319,279,278,2
5320,29,281,19
5321,29,282,18
5322,29,21,17
5323,29,284,16
5324,29,285,15
5325,29,30,14
5326,29,73,13
5327,29,31,12
5328,29,65,11
5329,29,6,10
5330,29,12,9
5331,29,16,8
5332,29,23,7
5333,29,114,6
5334,29,124,5
5335,29,35,4
5336,29,297,3
5337,29,45,2
5338,29,15,1
5339,281,29,20
5340,281,282,18
5341,281,21,17
5342,281,284,16
5343,281,285,15
5344,281,30,14
5345,281,73,13
5346,281,31,12
5347,281,65,11
5348,281,6,10
5349,281,12,9
5350,281,16,8
5351,281,23,7
5352,281,114,6
5353,281,124,5
5354,281,35,4
5355,281,297,3
5356,281,45,2
5357,281,15,1
5358,282,29,20
5359,282,281,19
5360,282,21,17
5361,282,284,16
5362,282,285,15
5363,282,30,14
5364,282,73,13
5365,282,31,12
5366,282,65,11
5367,282,6,10
5368,282,12,9
5369,282,16,8
5370,282,23,7
5371,282,114,6
5372,282,124,5
5373,282,35,4
5374,282,297,3
5375,282,45,2
5376,282,15,1
5377,21,29,20
5378,21,281,19
5379,21,282,18
5380,21,284,16
5381,21,285,15
5382,21,30,14
5383,21,73,13
5384,21,31,12
5385,21,65,11
5386,21,6,10
5387,21,12,9
5388,21,16,8
5389,21,23,7
5390,21,114,6
5391,21,124,5
5392,21,35,4
5393,21,297,3
5394,21,45,2
5395,21,15,1
5396,284,29,20
5397,284,281,19
5398,284,282,18
5399,284,21,17
5400,284,285,15
5401,284,30,14
5402,284,73,13
5403,284,31,12
5404,284,65,11
5405,284,6,10
5406,284,12,9
5407,284,16,8
5408,284,23,7
5409,284,114,6
5410,284,124,5
5411,284,35,4
5412,284,297,3
5413,284,45,2
5414,284,15,1
5415,285,29,20
5416,285,281,19
5417,285,282,18
5418,285,21,17
5419,285,284,16
5420,285,30,14
5421,285,73,13
5422,285,31,12
5423,285,65,11
5424,285,6,10
5425,285,12,9
5426,285,16,8
5427,285,23,7
5428,285,114,6
5429,285,124,5
5430,285,35,4
5431,285,297,3
5432,285,45,2
5433,285,15,1
5434,30,29,20
5435,30,281,19
5436,30,282,18
5437,30,21,17
5438,30,284,16
5439,30,285,15
5440,30,73,13
5441,30,31,12
5442,30,65,11
5443,30,6,10
5444,30,12,9
5445,30,16,8
5446,30,23,7
5447,30,114,6
5448,30,124,5
5449,30,35,4
5450,30,297,3
5451,30,45,2
5452,30,15,1
5453,73,29,20
5454,73,281,19
5455,73,282,18
5456,73,21,17
5457,73,284,16
5458,73,285,15
5459,73,30,14
5460,73,31,12
5461,73,65,11
5462,73,6,10
5463,73,12,9
5464,73,16,8
5465,73,23,7
5466,73,114,6
5467,73,124,5
5468,73,35,4
5469,73,297,3
5470,73,45,2
5471,73,15,1
5472,31,29,20
5473,31,281,19
5474,31,282,18
5475,31,21,17
5476,31,284,16
5477,31,285,15
5478,31,30,14
5479,31,73,13
5480,31,65,11
5481,31,6,10
5482,31,12,9
5483,31,16,8
5484,31,23,7
5485,31,114,6
5486,31,124,5
5487,31,35,4
5488,31,297,3
5489,31,45,2
5490,31,15,1
5491,65,29,20
5492,65,281,19
5493,65,282,18
5494,65,21,17
5495,65,284,16
5496,65,285,15
5497,65,30,14
5498,65,73,13
5499,65,31,12
5500,65,6,10
5501,65,12,9
5502,65,16,8
5503,65,23,7
5504,65,114,6
5505,65,124,5
5506,65,35,4
5507,65,297,3
5508,65,45,2
5509,65,15,1
5510,6,29,20
5511,6,281,19
5512,6,282,18
5513,6,21,17
5514,6,284,16
5515,6,285,15
5516,6,30,14
5517,6,73,13
5518,6,31,12
5519,6,65,11
5520,6,12,9
5521,6,16,8
5522,6,23,7
5523,6,114,6
5524,6,124,5
5525,6,35,4
5526,6,297,3
5527,6,45,2
5528,6,15,1
5529,12,29,20
5530,12,281,19
5531,12,282,18
5532,12,21,17
5533,12,284,16
5534,12,285,15
5535,12,30,14
5536,12,73,13
5537,12,31,12
5538,12,65,11
5539,12,6,10
5540,12,16,8
5541,12,23,7
5542,12,114,6
5543,12,124,5
5544,12,35,4
5545,12,297,3
5546,12,45,2
5547,12,15,1
5548,16,29,20
5549,16,281,19
5550,16,282,18
5551,16,21,17
5552,16,284,16
5553,16,285,15
5554,16,30,14
5555,16,73,13
5556,16,31,12
5557,16,65,11
5558,16,6,10
5559,16,12,9
5560,16,23,7
5561,16,114,6
5562,16,124,5
5563,16,35,4
5564,16,297,3
5565,16,45,2
5566,16,15,1
5567,23,29,20
5568,23,281,19
5569,23,282,18
5570,23,21,17
5571,23,284,16
5572,23,285,15
5573,23,30,14
5574,23,73,13
5575,23,31,12
5576,23,65,11
5577,23,6,10
5578,23,12,9
5579,23,16,8
5580,23,114,6
5581,23,124,5
5582,23,35,4
5583,23,297,3
5584,23,45,2
5585,23,15,1
5586,114,29,20
5587,114,281,19
5588,114,282,18
5589,114,21,17
5590,114,284,16
5591,114,285,15
5592,114,30,14
5593,114,73,13
5594,114,31,12
5595,114,65,11
5596,114,6,10
5597,114,12,9
5598,114,16,8
5599,114,23,7
5600,114,124,5
5601,114,35,4
5602,114,297,3
5603,114,45,2
5604,114,15,1
5605,124,29,20
5606,124,281,19
5607,124,282,18
5608,124,21,17
5609,124,284,16
5610,124,285,15
5611,124,30,14
5612,124,73,13
5613,124,31,12
5614,124,65,11
5615,124,6,10
5616,124,12,9
5617,124,16,8
5618,124,23,7
5619,124,114,6
5620,124,35,4
5621,124,297,3
5622,124,45,2
5623,124,15,1
5624,35,29,20
5625,35,281,19
5626,35,282,18
5627,35,21,17
5628,35,284,16
5629,35,285,15
5630,35,30,14
5631,35,73,13
5632,35,31,12
5633,35,65,11
5634,35,6,10
5635,35,12,9
5636,35,16,8
5637,35,23,7
5638,35,114,6
5639,35,124,5
5640,35,297,3
5641,35,45,2
5642,35,15,1
5643,297,29,20
5644,297,281,19
5645,297,282,18
5646,297,21,17
5647,297,284,16
5648,297,285,15
5649,297,30,14
5650,297,73,13
5651,297,31,12
5652,297,65,11
5653,297,6,10
5654,297,12,9
5655,297,16,8
5656,297,23,7
5657,297,114,6
5658,297,124,5
5659,297,35,4
5660,297,45,2
5661,297,15,1
5662,45,29,20
5663,45,281,19
5664,45,282,18
5665,45,21,17
5666,45,284,16
5667,45,285,15
5668,45,30,14
5669,45,73,13
5670,45,31,12
5671,45,65,11
5672,45,6,10
5673,45,12,9
5674,45,16,8
5675,45,23,7
5676,45,114,6
5677,45,124,5
5678,45,35,4
5679,45,297,3
5680,45,15,1
5681,15,29,20
5682,15,281,19
5683,15,282,18
5684,15,21,17
5685,15,284,16
5686,15,285,15
5687,15,30,14
5688,15,73,13
5689,15,31,12
5690,15,65,11
5691,15,6,10
5692,15,12,9
5693,15,16,8
5694,15,23,7
5695,15,114,6
5696,15,124,5
5697,15,35,4
5698,15,297,3
5699,15,45,2
5700,300,301,19
5701,300,29,18
5702,300,16,17
5703,300,22,16
5704,300,30,15
5705,300,306,14
5706,300,307,13
5707,300,308,12
5708,300,28,11
5709,300,10,10
5710,300,100,9
5711,300,35,8
5712,300,6,7
5713,300,101,6
5714,300,284,5
5715,300,316,4
5716,300,193,3
5717,300,11,2
5718,300,115,1
5719,301,300,20
5720,301,29,18
5721,301,16,17
5722,301,22,16
5723,301,30,15
5724,301,306,14
5725,301,307,13
5726,301,308,12
5727,301,28,11
5728,301,10,10
5729,301,100,9
5730,301,35,8
5731,301,6,7
5732,301,101,6
5733,301,284,5
5734,301,316,4
5735,301,193,3
5736,301,11,2
5737,301,115,1
5738,29,300,20
5739,29,301,19
5740,29,16,17
5741,29,22,16
5742,29,30,15
5743,29,306,14
5744,29,307,13
5745,29,308,12
5746,29,28,11
5747,29,10,10
5748,29,100,9
5749,29,35,8
5750,29,6,7
5751,29,101,6
5752,29,284,5
5753,29,316,4
5754,29,193,3
5755,29,11,2
5756,29,115,1
5757,16,300,20
5758,16,301,19
5759,16,29,18
5760,16,22,16
5761,16,30,15
5762,16,306,14
5763,16,307,13
5764,16,308,12
5765,16,28,11
5766,16,10,10
5767,16,100,9
5768,16,35,8
5769,16,6,7
5770,16,101,6
5771,16,284,5
5772,16,316,4
5773,16,193,3
5774,16,11,2
5775,16,115,1
5776,22,300,20
5777,22,301,19
5778,22,29,18
5779,22,16,17
5780,22,30,15
5781,22,306,14
5782,22,307,13
5783,22,308,12
5784,22,28,11
5785,22,10,10
5786,22,100,9
5787,22,35,8
5788,22,6,7
5789,22,101,6
5790,22,284,5
5791,22,316,4
5792,22,193,3
5793,22,11,2
5794,22,115,1
5795,30,300,20
5796,30,301,19
5797,30,29,18
5798,30,16,17
5799,30,22,16
5800,30,306,14
5801,30,307,13
5802,30,308,12
5803,30,28,11
5804,30,10,10
5805,30,100,9
5806,30,35,8
5807,30,6,7
5808,30,101,6
5809,30,284,5
5810,30,316,4
5811,30,193,3
5812,30,11,2
5813,30,115,1
5814,306,300,20
5815,306,301,19
5816,306,29,18
5817,306,16,17
5818,306,22,16
5819,306,30,15
5820,306,307,13
5821,306,308,12
5822,306,28,11
5823,306,10,10
5824,306,100,9
5825,306,35,8
5826,306,6,7
5827,306,101,6
5828,306,284,5
5829,306,316,4
5830,306,193,3
5831,306,11,2
5832,306,115,1
5833,307,300,20
5834,307,301,19
5835,307,29,18
5836,307,16,17
5837,307,22,16
5838,307,30,15
5839,307,306,14
5840,307,308,12
5841,307,28,11
5842,307,10,10
5843,307,100,9
5844,307,35,8
5845,307,6,7
5846,307,101,6
5847,307,284,5
5848,307,316,4
5849,307,193,3
5850,307,11,2
5851,307,115,1
5852,308,300,20
5853,308,301,19
5854,308,29,18
5855,308,16,17
5856,308,22,16
5857,308,30,15
5858,308,306,14
5859,308,307,13
5860,308,28,11
5861,308,10,10
5862,308,100,9
5863,308,35,8
5864,308,6,7
5865,308,101,6
5866,308,284,5
5867,308,316,4
5868,308,193,3
5869,308,11,2
5870,308,115,1
5871,28,300,20
5872,28,301,19
5873,28,29,18
5874,28,16,17
5875,28,22,16
5876,28,30,15
5877,28,306,14
5878,28,307,13
5879,28,308,12
5880,28,10,10
5881,28,100,9
5882,28,35,8
5883,28,6,7
5884,28,101,6
5885,28,284,5
5886,28,316,4
5887,28,193,3
5888,28,11,2
5889,28,115,1
5890,10,300,20
5891,10,301,19
5892,10,29,18
5893,10,16,17
5894,10,22,16
5895,10,30,15
5896,10,306,14
5897,10,307,13
5898,10,308,12
5899,10,28,11
5900,10,100,9
5901,10,35,8
5902,10,6,7
5903,10,101,6
5904,10,284,5
5905,10,316,4
5906,10,193,3
5907,10,11,2
5908,10,115,1
5909,100,300,20
5910,100,301,19
5911,100,29,18
5912,100,16,17
5913,100,22,16
5914,100,30,15
5915,100,306,14
5916,100,307,13
5917,100,308,12
5918,100,28,11
5919,100,10,10
5920,100,35,8
5921,100,6,7
5922,100,101,6
5923,100,284,5
5924,100,316,4
5925,100,193,3
5926,100,11,2
5927,100,115,1
5928,35,300,20
5929,35,301,19
5930,35,29,18
5931,35,16,17
5932,35,22,16
5933,35,30,15
5934,35,306,14
5935,35,307,13
5936,35,308,12
5937,35,28,11
5938,35,10,10
5939,35,100,9
5940,35,6,7
5941,35,101,6
5942,35,284,5
5943,35,316,4
5944,35,193,3
5945,35,11,2
5946,35,115,1
5947,6,300,20
5948,6,301,19
5949,6,29,18
5950,6,16,17
5951,6,22,16
5952,6,30,15
5953,6,306,14
5954,6,307,13
5955,6,308,12
5956,6,28,11
5957,6,10,10
5958,6,100,9
5959,6,35,8
5960,6,101,6
5961,6,284,5
5962,6,316,4
5963,6,193,3
5964,6,11,2
5965,6,115,1
5966,101,300,20
5967,101,301,19
5968,101,29,18
5969,101,16,17
5970,101,22,16
5971,101,30,15
5972,101,306,14
5973,101,307,13
5974,101,308,12
5975,101,28,11
5976,101,10,10
5977,101,100,9
5978,101,35,8
5979,101,6,7
5980,101,284,5
5981,101,316,4
5982,101,193,3
5983,101,11,2
5984,101,115,1
5985,284,300,20
5986,284,301,19
5987,284,29,18
5988,284,16,17
5989,284,22,16
5990,284,30,15
5991,284,306,14
5992,284,307,13
5993,284,308,12
5994,284,28,11
5995,284,10,10
5996,284,100,9
5997,284,35,8
5998,284,6,7
5999,284,101,6
6000,284,316,4
6001,284,193,3
6002,284,11,2
6003,284,115,1
6004,316,300,20
6005,316,301,19
6006,316,29,18
6007,316,16,17
6008,316,22,16
6009,316,30,15
6010,316,306,14
6011,316,307,13
6012,316,308,12
6013,316,28,11
6014,316,10,10
6015,316,100,9
6016,316,35,8
6017,316,6,7
6018,316,101,6
6019,316,284,5
6020,316,193,3
6021,316,11,2
6022,316,115,1
6023,193,300,20
6024,193,301,19
6025,193,29,18
6026,193,16,17
6027,193,22,16
6028,193,30,15
6029,193,306,14
6030,193,307,13
6031,193,308,12
6032,193,28,11
6033,193,10,10
6034,193,100,9
6035,193,35,8
6036,193,6,7
6037,193,101,6
6038,193,284,5
6039,193,316,4
6040,193,11,2
6041,193,115,1
6042,11,300,20
6043,11,301,19
6044,11,29,18
6045,11,16,17
6046,11,22,16
6047,11,30,15
6048,11,306,14
6049,11,307,13
6050,11,308,12
6051,11,28,11
6052,11,10,10
6053,11,100,9
6054,11,35,8
6055,11,6,7
6056,11,101,6
6057,11,284,5
6058,11,316,4
6059,11,193,3
6060,11,115,1
6061,115,300,20
6062,115,301,19
6063,115,29,18
6064,115,16,17
6065,115,22,16
6066,115,30,15
6067,115,306,14
6068,115,307,13
6069,115,308,12
6070,115,28,11
6071,115,10,10
6072,115,100,9
6073,115,35,8
6074,115,6,7
6075,115,101,6
6076,115,284,5
6077,115,316,4
6078,115,193,3
6079,115,11,2
6080,20,29,19
6081,20,322,18
6082,20,323,17
6083,20,71,16
6084,20,31,15
6085,20,65,14
6086,20,327,13
6087,20,328,12
6088,20,35,11
6089,20,93,10
6090,20,331,9
6091,20,332,8
6092,20,131,7
6093,20,334,6
6094,20,69,5
6095,20,25,4
6096,20,337,3
6097,20,253,2
6098,20,21,1
6099,29,20,20
6100,29,322,18
6101,29,323,17
6102,29,71,16
6103,29,31,15
6104,29,65,14
6105,29,327,13
6106,29,328,12
6107,29,35,11
6108,29,93,10
6109,29,331,9
6110,29,332,8
6111,29,131,7
6112,29,334,6
6113,29,69,5
6114,29,25,4
6115,29,337,3
6116,29,253,2
6117,29,21,1
6118,322,20,20
6119,322,29,19
6120,322,323,17
6121,322,71,16
6122,322,31,15
6123,322,65,14
6124,322,327,13
6125,322,328,12
6126,322,35,11
6127,322,93,10
6128,322,331,9
6129,322,332,8
6130,322,131,7
6131,322,334,6
6132,322,69,5
6133,322,25,4
6134,322,337,3
6135,322,253,2
6136,322,21,1
6137,323,20,20
6138,323,29,19
6139,323,322,18
6140,323,71,16
6141,323,31,15
6142,323,65,14
6143,323,327,13
6144,323,328,12
6145,323,35,11
6146,323,93,10
6147,323,331,9
6148,323,332,8
6149,323,131,7
6150,323,334,6
6151,323,69,5
6152,323,25,4
6153,323,337,3
6154,323,253,2
6155,323,21,1
6156,71,20,20
6157,71,29,19
6158,71,322,18
6159,71,323,17
6160,71,31,15
6161,71,65,14
6162,71,327,13
6163,71,328,12
6164,71,35,11
6165,71,93,10
6166,71,331,9
6167,71,332,8
6168,71,131,7
6169,71,334,6
6170,71,69,5
6171,71,25,4
6172,71,337,3
6173,71,253,2
6174,71,21,1
6175,31,20,20
6176,31,29,19
6177,31,322,18
6178,31,323,17
6179,31,71,16
6180,31,65,14
6181,31,327,13
6182,31,328,12
6183,31,35,11
6184,31,93,10
6185,31,331,9
6186,31,332,8
6187,31,131,7
6188,31,334,6
6189,31,69,5
6190,31,25,4
6191,31,337,3
6192,31,253,2
6193,31,21,1
6194,65,20,20
6195,65,29,19
6196,65,322,18
6197,65,323,17
6198,65,71,16
6199,65,31,15
6200,65,327,13
6201,65,328,12
6202,65,35,11
6203,65,93,10
6204,65,331,9
6205,65,332,8
6206,65,131,7
6207,65,334,6
6208,65,69,5
6209,65,25,4
6210,65,337,3
6211,65,253,2
6212,65,21,1
6213,327,20,20
6214,327,29,19
6215,327,322,18
6216,327,323,17
6217,327,71,16
6218,327,31,15
6219,327,65,14
6220,327,328,12
6221,327,35,11
6222,327,93,10
6223,327,331,9
6224,327,332,8
6225,327,131,7
6226,327,334,6
6227,327,69,5
6228,327,25,4
6229,327,337,3
6230,327,253,2
6231,327,21,1
6232,328,20,20
6233,328,29,19
6234,328,322,18
6235,328,323,17
6236,328,71,16
6237,328,31,15
6238,328,65,14
6239,328,327,13
6240,328,35,11
6241,328,93,10
6242,328,331,9
6243,328,332,8
6244,328,131,7
6245,328,334,6
6246,328,69,5
6247,328,25,4
6248,328,337,3
6249,328,253,2
6250,328,21,1
6251,35,20,20
6252,35,29,19
6253,35,322,18
6254,35,323,17
6255,35,71,16
6256,35,31,15
6257,35,65,14
6258,35,327,13
6259,35,328,12
6260,35,93,10
6261,35,331,9
6262,35,332,8
6263,35,131,7
6264,35,334,6
6265,35,69,5
6266,35,25,4
6267,35,337,3
6268,35,253,2
6269,35,21,1
6270,93,20,20
6271,93,29,19
6272,93,322,18
6273,93,323,17
6274,93,71,16
6275,93,31,15
6276,93,65,14
6277,93,327,13
6278,93,328,12
6279,93,35,11
6280,93,331,9
6281,93,332,8
6282,93,131,7
6283,93,334,6
6284,93,69,5
6285,93,25,4
6286,93,337,3
6287,93,253,2
6288,93,21,1
6289,331,20,20
6290,331,29,19
6291,331,322,18
6292,331,323,17
6293,331,71,16
6294,331,31,15
6295,331,65,14
6296,331,327,13
6297,331,328,12
6298,331,35,11
6299,331,93,10
6300,331,332,8
6301,331,131,7
6302,331,334,6
6303,331,69,5
6304,331,25,4
6305,331,337,3
6306,331,253,2
6307,331,21,1
6308,332,20,20
6309,332,29,19
6310,332,322,18
6311,332,323,17
6312,332,71,16
6313,332,31,15
6314,332,65,14
6315,332,327,13
6316,332,328,12
6317,332,35,11
6318,332,93,10
6319,332,331,9
6320,332,131,7
6321,332,334,6
6322,332,69,5
